 haloID    z                BH_ID                    gas_ID           m_BH        m_gas     Z/Zsolar     iron_gas    Mg_gas      alpha_gas
 m0204  1.225333     2305843052163484153                  388598  1.17075e+09  7.13764e+06  1.047154  6.72833e+03  1.93292e+03  7.47139e+04
 m0204  1.225333     2305843052163484153     1152921521787098944  1.17075e+09  6.53125e+06  3.277308  1.34912e+04  6.09736e+03  2.26764e+05
 m0204  1.225333     2305843052163484153                  167507  1.17075e+09  1.01700e+07  2.210077  2.19222e+04  6.38347e+03  2.19208e+05
 m0204  1.225333     2305843052163484153      576460760893618289  1.17075e+09  7.82833e+06  1.394462  9.14847e+03  2.89111e+03  1.11224e+05
 m0204  1.225333     2305843052163484153                  136138  1.17075e+09  6.27736e+06  1.827154  8.94931e+03  3.15153e+03  1.18126e+05
 m0204  1.225343     2305843052163484153                  128974  1.17075e+09  6.21194e+06  1.069615  5.87944e+03  1.71694e+03  6.67250e+04
 m0204  1.225343     2305843052163484153                  380195  1.17075e+09  7.07333e+06  1.003846  6.31681e+03  1.82972e+03  7.12403e+04
 m0204  1.225382     2305843052163484153                  278969  1.04226e+09  6.12306e+06  0.950385  5.25694e+03  1.51653e+03  5.84708e+04
 m0204  1.225546     2305843052163484153                  296174  1.03769e+09  6.02958e+06  0.756123  4.25972e+03  1.16904e+03  4.51500e+04
 m0204  1.225670     2305843052163484153                  183580  1.02791e+09  6.81458e+06  1.643923  8.95028e+03  3.03806e+03  1.14837e+05
 m0204  1.225734     2305843052163484153                  128487  1.01916e+09  7.82583e+06  1.532308  9.78931e+03  3.22986e+03  1.22518e+05
 m0204  1.226542     2305843052163484153                  128479  9.18653e+08  6.78083e+06  1.477308  8.29403e+03  2.68181e+03  1.02000e+05
 m0204  1.232766     2305843052163484153                  203759  9.04596e+08  8.46278e+06  0.463208  4.55972e+03  9.74792e+02  3.63847e+04
 m0204  1.233045     2305843052163484153                  180652  9.04596e+08  7.50819e+06  2.475846  1.86611e+04  5.34500e+03  1.81222e+05
 m0204  1.233075     2305843052163484153                  287259  9.04596e+08  8.22278e+06  0.997308  7.47194e+03  2.11458e+03  8.17958e+04
 m0204  1.234043     2305843052163484153                   75702  8.70025e+08  6.46639e+06  1.015308  6.11986e+03  1.69444e+03  6.49444e+04
 m0204  1.238113     2305843052163484153                  127875  8.69872e+08  7.36569e+06  1.113231  7.18708e+03  2.12361e+03  8.26528e+04
 m0204  1.240209     2305843052163484153      576460760893540628  8.69872e+08  5.97361e+06  2.307077  1.35187e+04  3.92847e+03  1.34443e+05
 m0204  1.242313     2305843052163484153      576460752303697858  8.69872e+08  6.82486e+06  2.317769  1.54639e+04  4.50736e+03  1.54403e+05
 m0204  1.242841     2305843052163484153                  294014  8.69872e+08  8.27931e+06  1.230231  8.89917e+03  2.67347e+03  1.02593e+05
 m0204  1.248742     2305843052163484153                  153641  8.02801e+08  6.43694e+06  0.689008  4.05611e+03  1.13658e+03  4.43278e+04
 m0204  1.251887     2305843052163484153      576460752303648759  7.89301e+08  7.04431e+06  2.620385  1.44819e+04  5.24861e+03  1.87681e+05
 m0204  1.252577     2305843052163484153                  272222  7.69724e+08  6.59750e+06  0.739892  4.52653e+03  1.24972e+03  4.85681e+04
 m0204  1.254039     2305843052163484153                  232614  7.57378e+08  8.80847e+06  2.372538  2.06292e+04  5.97194e+03  2.03792e+05
 m0204  1.254685     2305843052163484153                  232553  7.52451e+08  8.21611e+06  2.261615  1.81292e+04  5.27819e+03  1.81181e+05
 m0204  1.257097     2305843052163484153      576460760893531261  7.52215e+08  1.02569e+07  2.118615  2.11236e+04  6.15528e+03  2.11944e+05
 m0204  1.257362     2305843052163484153                  120916  7.41164e+08  8.43264e+06  2.640231  2.25764e+04  6.44833e+03  2.17375e+05
 m0204  1.258203     2305843052163484153                   67974  7.26821e+08  6.63500e+06  1.053154  6.30764e+03  1.80708e+03  6.97903e+04
 m0204  1.259805     2305843052163484153                  331787  7.26821e+08  8.13681e+06  1.039615  7.59028e+03  2.18167e+03  8.47083e+04
 m0204  1.259964     2305843052163484153                  239083  7.16304e+08  6.69806e+06  1.014769  6.14278e+03  1.75403e+03  6.78847e+04
 m0204  1.260720     2305843052163484153                  296235  7.07390e+08  7.65181e+06  1.184231  7.99361e+03  2.36875e+03  9.10167e+04
 m0204  1.260975     2305843052163484153                  117218  7.01478e+08  8.66472e+06  2.294538  1.94903e+04  5.66069e+03  1.93889e+05
 m0204  1.261824     2305843052163484153      576460760893538700  6.96419e+08  6.21486e+06  2.576231  1.64861e+04  4.63236e+03  1.55667e+05
 m0204  1.262152     2305843052163484153                  369291  6.96419e+08  9.29764e+06  2.557692  2.40222e+04  6.86208e+03  2.31875e+05
 m0204  1.262413     2305843052163484153                  225564  6.96419e+08  7.60306e+06  0.912154  6.35472e+03  1.79111e+03  6.90514e+04
 m0204  1.263299     2305843052163484153                  121401  6.96419e+08  7.66528e+06  2.520000  1.98986e+04  5.57514e+03  1.87583e+05
 m0204  1.265894     2305843052163484153                  180563  6.40811e+08  9.65417e+06  2.581385  2.63486e+04  7.23472e+03  2.41264e+05
 m0204  1.265894     2305843052163484153                  416840  6.40811e+08  1.12078e+07  2.515154  2.78875e+04  8.10750e+03  2.75694e+05
 m0204  1.267512     2305843052163484153                  121724  6.37392e+08  7.06472e+06  1.150846  7.26278e+03  2.11875e+03  8.14000e+04
 m0204  1.267872     2305843052163484153                  217271  6.37222e+08  1.10250e+07  2.523923  2.92222e+04  8.05611e+03  2.69417e+05
 m0204  1.268561     2305843052163484153      576460760893575293  6.12336e+08  6.46319e+06  2.963385  1.74278e+04  5.54472e+03  1.91153e+05
 m0204  1.268855     2305843052163484153                  422475  6.10006e+08  6.12208e+06  0.794769  4.57708e+03  1.27032e+03  4.83528e+04
 m0204  1.270204     2305843052163484153                  229489  6.03757e+08  6.98556e+06  0.953077  5.99056e+03  1.71097e+03  6.66792e+04
 m0204  1.270395     2305843052163484153                  108363  6.03757e+08  7.44139e+06  0.880615  5.95500e+03  1.68444e+03  6.54431e+04
 m0204  1.270761     2305843052163484153     1729382299860160239  6.03676e+08  6.58056e+06  2.575846  1.82833e+04  4.92806e+03  1.63653e+05
 m0204  1.280819     2305843052163484153                  210106  6.03676e+08  9.14125e+06  2.282231  1.95750e+04  5.94778e+03  2.05556e+05
 m0204  1.281537     2305843052163484153                  375679  6.03676e+08  7.41750e+06  2.283538  1.58694e+04  4.82972e+03  1.67042e+05
 m0204  1.282990     2305843052163484153                  375013  5.47657e+08  6.61736e+06  2.300538  1.47181e+04  4.35000e+03  1.49278e+05
 m0204  1.285270     2305843052163484153                  319936  5.36225e+08  9.46333e+06  2.237077  1.91000e+04  6.01431e+03  2.09903e+05
 m0204  1.286059     2305843052163484153                  245962  5.36225e+08  8.20014e+06  2.802461  1.56958e+04  6.52139e+03  2.38306e+05
 m0204  1.286744     2305843052163484153     1152921530376881732  5.36225e+08  5.93694e+06  2.305231  1.34299e+04  3.91986e+03  1.33749e+05
 m0204  1.291040     2305843052163484153                  341928  4.90197e+08  7.47653e+06  2.270846  1.57778e+04  4.83708e+03  1.67597e+05
 m0204  1.292563     2305843052163484153     1152921530377026126  4.89643e+08  7.10944e+06  2.161231  1.33676e+04  4.34347e+03  1.53250e+05
 m0204  1.293762     2305843052163484153                  282618  4.64025e+08  7.17444e+06  2.241846  1.44542e+04  4.56653e+03  1.59639e+05
 m0204  1.297240     2305843052163484153                  189572  4.48940e+08  9.25764e+06  2.294846  2.03236e+04  6.06833e+03  2.08681e+05
 m0204  1.298465     2305843052163484153      576460760893531681  4.45160e+08  7.44972e+06  2.629615  1.61042e+04  5.59056e+03  1.97944e+05
 m0204  1.299929     2305843052163484153      576460752303749407  4.37447e+08  5.99819e+06  2.248846  1.21675e+04  3.83319e+03  1.33806e+05
 m0204  1.301321     2305843052163484153                  217317  4.28832e+08  7.07319e+06  2.255385  1.46000e+04  4.53722e+03  1.57875e+05
 m0204  1.304211     2305843052163484153                  127568  4.13040e+08  9.20611e+06  2.289077  2.00139e+04  6.01625e+03  2.07333e+05
 m0204  1.305747     2305843052163484153                  169166  4.06094e+08  1.02281e+07  2.314385  2.28806e+04  6.77111e+03  2.32194e+05
 m0204  1.308014     2305843052163484153      576460752303656088  3.99953e+08  6.97514e+06  2.278154  1.48542e+04  4.52972e+03  1.56764e+05
 m0204  1.309005     2305843052163484153      576460760893474622  3.94475e+08  5.90583e+06  2.287385  1.28858e+04  3.85722e+03  1.32703e+05
 m0204  1.310109     2305843052163484153                  417100  3.79394e+08  1.03671e+07  2.303538  2.23042e+04  6.81375e+03  2.35694e+05
 m0204  1.310408     2305843052163484153                  375509  3.72399e+08  8.28181e+06  2.255923  1.62958e+04  5.29806e+03  1.86431e+05
 m0204  1.311017     2305843052163484153     1152921530376970777  3.63553e+08  8.36944e+06  2.253231  1.73000e+04  5.36542e+03  1.86583e+05
 m0204  1.312353     2305843052163484153     1152921521787085476  3.56860e+08  1.03287e+07  2.295846  2.26389e+04  6.77347e+03  2.33042e+05
 m0204  1.312850     2305843052163484153                  395915  3.42017e+08  8.78833e+06  2.308538  1.96944e+04  5.80389e+03  1.98847e+05
 m0204  1.315694     2305843052163484153                  123917  3.28578e+08  8.81778e+06  2.292154  1.88972e+04  5.76417e+03  1.99333e+05
 m0204  1.318394     2305843052163484153      576460752303840678  3.20972e+08  7.25167e+06  2.313615  1.63014e+04  4.80167e+03  1.64458e+05
 m0204  1.322185     2305843052163484153      576460760893775160  3.11415e+08  6.63375e+06  2.318154  1.49278e+04  4.39958e+03  1.50736e+05
 m0204  1.322346     2305843052163484153                  130444  3.10658e+08  7.07458e+06  2.306615  1.57306e+04  4.66542e+03  1.60167e+05
 m0204  1.323220     2305843052163484153                  210220  2.97140e+08  1.12678e+07  2.309846  2.54083e+04  7.44708e+03  2.54819e+05
 m0204  1.323355     2305843052163484153                  382063  2.89987e+08  8.06625e+06  2.317461  1.82500e+04  5.35056e+03  1.83083e+05
 m0204  1.325576     2305843052163484153     1152921504607216321  2.77414e+08  9.27000e+06  2.316461  2.09069e+04  6.14625e+03  2.10403e+05
 m0204  1.326988     2305843052163484153      576460752303606799  2.62824e+08  5.96236e+06  2.001385  9.77361e+03  3.35889e+03  1.20339e+05
 m0204  1.329476     2305843052163484153                  382976  2.56304e+08  7.52611e+06  2.100923  1.33267e+04  4.46722e+03  1.58667e+05
 m0204  1.331959     2305843052163484153                  314780  2.52057e+08  8.22361e+06  1.952461  1.30399e+04  4.51028e+03  1.62139e+05
 m0204  1.333679     2305843052163484153                  334358  2.43917e+08  6.24125e+06  1.926308  9.77361e+03  3.37458e+03  1.21379e+05
 m0204  1.335635     2305843052163484153      576460752303584755  2.31121e+08  6.83125e+06  2.066461  1.13862e+04  3.97889e+03  1.42750e+05
 m0204  1.336176     2305843052163484153                  122965  2.20064e+08  8.66667e+06  2.141077  1.57222e+04  5.24833e+03  1.85972e+05
 m0204  1.337382     2305843052163484153                   76278  2.13528e+08  7.67264e+06  2.005231  1.24164e+04  4.32792e+03  1.55556e+05
 m0204  1.339373     2305843052163484153                  226286  2.01072e+08  7.04958e+06  1.830077  1.04637e+04  3.60847e+03  1.30281e+05
 m0204  1.342688     2305843052163484153                  183268  1.92353e+08  9.24069e+06  2.133385  1.63889e+04  5.57417e+03  1.98319e+05
 m0204  1.344721     2305843052163484153                  266501  1.89411e+08  6.96611e+06  0.895692  5.22972e+03  1.69111e+03  6.25194e+04
 m0204  1.346014     2305843052163484153                  181672  1.77067e+08  7.40681e+06  2.066154  1.27511e+04  4.31528e+03  1.53931e+05
 m0204  1.349431     2305843052163484153                  172813  1.71542e+08  7.43056e+06  2.119923  1.30187e+04  4.45139e+03  1.58639e+05
 m0204  1.349768     2305843052163484153                  210376  1.71435e+08  8.25042e+06  2.081154  1.43264e+04  4.84986e+03  1.72653e+05
 m0204  1.350314     2305843052163484153                  296265  1.71429e+08  9.91736e+06  1.905231  1.54014e+04  5.29625e+03  1.90653e+05
 m0204  1.352078     2305843052163484153                  243777  1.41043e+08  6.49569e+06  1.754077  9.18431e+03  3.17514e+03  1.15133e+05
 m0204  1.361364     2305843052163484153     3458765037806839025  1.26437e+08  8.07250e+06  1.974077  1.28093e+04  4.47861e+03  1.61208e+05
 m0204  1.363211     2305843052163484153                  326813  1.24130e+08  8.32750e+06  2.139923  1.47972e+04  5.03972e+03  1.79361e+05
 m0204  1.363345     2305843052163484153                  210100  1.24129e+08  6.14125e+06  1.092231  5.84972e+03  1.82000e+03  6.67208e+04
 m0204  1.368950     2305843052163484153     1729382265500443683  1.04658e+08  7.66653e+06  2.070000  1.28457e+04  4.47347e+03  1.60361e+05
 m0204  1.374400     2305843052163484153                  417216  9.70412e+07  8.28847e+06  2.140461  1.46903e+04  5.01722e+03  1.78625e+05
 m0204  1.380057     2305843052163484153                  274156  9.27749e+07  9.20833e+06  2.144461  1.61889e+04  5.58236e+03  1.99167e+05
 m0204  1.385024     2305843052163484153                  395332  8.23846e+07  6.16694e+06  1.097385  5.41972e+03  1.84375e+03  6.85056e+04
 m0204  1.390046     2305843052163484153                  183386  7.57136e+07  6.15667e+06  1.007769  5.05458e+03  1.68361e+03  6.25736e+04
 m0204  1.394114     2305843052163484153                  239894  6.94021e+07  6.13250e+06  0.575677  3.24611e+03  9.31694e+02  3.45625e+04
 m0204  1.403609     2305843052163484153     2305843069343619132  5.93051e+07  8.94347e+06  1.696692  1.13893e+04  4.24083e+03  1.55125e+05
 m0204  1.420885     2305843052163484153                  326953  4.94675e+07  8.93042e+06  1.959000  1.33214e+04  4.92694e+03  1.78417e+05
 m0204  1.438525     2305843052163484153     1152921513196991995  4.41849e+07  6.27208e+06  1.949692  9.50264e+03  3.44444e+03  1.24286e+05
 m0204  1.452333     2305843052163484153                  417443  3.77979e+07  6.01250e+06  0.547592  2.78833e+03  8.68181e+02  3.28042e+04
 m0204  1.469496     2305843052163484153                  175879  3.06019e+07  6.32236e+06  1.815692  8.93694e+03  3.21667e+03  1.16506e+05
 m0204  1.490691     2305843052163484153      576460760893575288  2.49262e+07  6.77889e+06  2.551154  1.35006e+04  4.91583e+03  1.75764e+05
 m0209  0.021835     4611686336255437737                  541160  1.81415e+09  5.89500e+06  0.317331  2.09181e+03  5.34167e+02  1.86528e+04
 m0209  0.133383     4611686336255437737                  481268  1.81415e+09  5.99319e+06  0.077223  1.14417e+03  1.27519e+02  3.85264e+03
 m0209  0.326705     4611686336255437737                  179196  1.81415e+09  5.92250e+06  0.082531  9.39069e+02  1.31828e+02  4.28514e+03
 m0209  0.457747     4611686336255437737                  477830  1.81415e+09  5.90528e+06  0.060255  5.46556e+02  9.34917e+01  3.21222e+03
 m0209  0.576678     4611686336255437737                  575574  1.81415e+09  5.93861e+06  0.068782  8.32181e+02  1.07153e+02  3.54014e+03
 m0209  1.498307     4611686336255437737     4035226357046204523  1.68711e+09  8.79681e+06  2.592154  4.76861e+04  7.03972e+03  1.83764e+05
 m0209  1.630672     2882303770107590500      576460760893712840  1.63011e+09  6.20792e+06  2.593000  2.45819e+04  4.82778e+03  1.44736e+05
 m0209  1.630672     2882303770107590500      576460752303778248  1.63011e+09  6.14597e+06  2.607923  2.41806e+04  4.80417e+03  1.44681e+05
 m0209  1.634324     2882303770107590500                  465201  1.63011e+09  6.10444e+06  0.467446  2.76931e+03  7.61986e+02  2.80333e+04
 m0209  1.637061     2882303770107590500                  433923  1.63011e+09  5.91792e+06  0.339215  1.90500e+03  5.35847e+02  1.98319e+04
 m0209  1.639504     2882303770107590500                  334443  1.63011e+09  5.93222e+06  0.452285  2.62694e+03  7.15319e+02  2.63153e+04
 m0209  1.642580     2882303770107590500                  485980  1.63011e+09  6.25333e+06  0.442446  2.71097e+03  7.38306e+02  2.70653e+04
 m0209  1.643775     2882303770107590500                  480821  1.63011e+09  5.90750e+06  0.336131  1.97250e+03  5.29306e+02  1.93458e+04
 m0209  1.657242     2882303770107590500                  484778  1.63011e+09  5.98236e+06  0.337715  2.00500e+03  5.36597e+02  1.96583e+04
 m0209  1.657242     2882303770107590500                  265074  1.63011e+09  6.22389e+06  0.587085  3.73278e+03  9.70264e+02  3.50972e+04
 m0209  1.657984     2882303770107590500                  349971  1.63011e+09  6.04792e+06  0.369031  2.14583e+03  6.08458e+02  2.20014e+04
 m0209  1.661847     2882303770107590500                  414828  1.47403e+09  8.31806e+06  0.479438  3.88319e+03  1.06422e+03  3.91042e+04
 m0209  1.662159     2882303770107590500                  480101  1.47403e+09  6.50181e+06  0.484938  3.14625e+03  8.36889e+02  3.05806e+04
 m0209  1.670776     2882303770107590500                  489472  1.47403e+09  6.42819e+06  0.526615  3.35542e+03  9.04667e+02  3.30736e+04
 m0209  1.676645     2882303770107590500                  328736  1.47403e+09  8.85153e+06  3.058308  1.81694e+04  7.83014e+03  2.83806e+05
 m0209  1.677391     2882303770107590500                  480905  1.47403e+09  6.34319e+06  0.509392  3.17819e+03  8.65306e+02  3.16708e+04
 m0209  1.677885     2882303770107590500                  422936  1.47403e+09  8.08306e+06  2.997923  1.64681e+04  7.01194e+03  2.53806e+05
 m0209  1.678818     2882303770107590500                  469324  1.47403e+09  7.25389e+06  0.891615  6.50167e+03  1.82458e+03  6.37042e+04
 m0209  1.682216     2882303770107590500                  335793  1.47403e+09  8.87431e+06  3.090846  1.83431e+04  7.93125e+03  2.87514e+05
 m0209  1.682216     2882303770107590500                  340007  1.47403e+09  7.75056e+06  2.634615  1.53472e+04  5.91611e+03  2.11292e+05
 m0209  1.682835     2882303770107590500                  423559  1.47403e+09  6.01778e+06  0.652700  3.90625e+03  1.04843e+03  3.81958e+04
 m0209  1.691276     2882303770107590500                  418037  1.47403e+09  9.30194e+06  3.381846  1.96347e+04  9.09222e+03  3.32653e+05
 m0209  1.693429     2882303770107590500                  349952  1.47403e+09  1.04207e+07  3.015846  2.14819e+04  9.09278e+03  3.28694e+05
 m0209  1.694016     2882303770107590500                  401416  1.47403e+09  7.44097e+06  3.084461  1.54236e+04  6.64292e+03  2.40667e+05
 m0209  1.694357     2882303770107590500                  403013  1.27615e+09  8.65528e+06  3.176692  1.83000e+04  7.95694e+03  2.88542e+05
 m0209  1.700622     2882303770107590500                  469685  1.27615e+09  8.12556e+06  3.103846  1.72431e+04  7.30375e+03  2.63847e+05
 m0209  1.701498     2882303770107590500                  543445  1.27615e+09  1.00951e+07  3.386231  2.21917e+04  9.89333e+03  3.59819e+05
 m0209  1.702118     2882303770107590500     1152921521787140005  1.27615e+09  7.57778e+06  3.569000  1.68389e+04  7.82833e+03  2.86236e+05
 m0209  1.712747     2882303770107590500                  408734  1.27615e+09  8.06792e+06  0.650069  4.66806e+03  1.43486e+03  5.25958e+04
 m0209  1.714632     2882303770107590500                  488596  1.27615e+09  6.44292e+06  1.231308  6.64889e+03  2.21125e+03  8.06889e+04
 m0209  1.715569     2882303770107590500                  479850  1.27615e+09  6.75792e+06  0.708285  4.61778e+03  1.28521e+03  4.70500e+04
 m0209  1.718123     2882303770107590500                  413765  1.27615e+09  6.37736e+06  1.261615  8.10181e+03  2.30194e+03  7.91264e+04
 m0209  1.724053     2882303770107590500                  479296  1.27615e+09  6.61944e+06  0.321677  2.30056e+03  5.93722e+02  2.04667e+04
 m0209  1.729518     2882303770107590500                  335328  1.27615e+09  6.23542e+06  1.207000  7.48125e+03  2.15097e+03  7.42014e+04
 m0209  1.730353     2882303770107590500                  269636  1.27615e+09  6.84806e+06  1.179308  6.89458e+03  2.25028e+03  8.18472e+04
 m0209  1.731621     2882303770107590500      576460752303842292  1.27615e+09  8.30667e+06  1.187077  9.81125e+03  2.81917e+03  9.71986e+04
 m0209  1.736188     2882303770107590500                  258991  1.27615e+09  6.56236e+06  1.447308  7.51333e+03  2.66611e+03  9.75569e+04
 m0209  1.738248     2882303770107590500      576460752303961162  1.27615e+09  8.23167e+06  1.140385  9.35750e+03  2.68486e+03  9.24431e+04
 m0209  1.738353     2882303770107590500                  423579  1.27615e+09  7.05153e+06  1.345846  9.87097e+03  2.71514e+03  9.28292e+04
 m0209  1.738563     2882303770107590500                  537949  1.27615e+09  5.90472e+06  0.182985  1.10878e+03  2.94028e+02  1.04383e+04
 m0209  1.738563     2882303770107590500                  340753  1.27615e+09  7.05069e+06  1.806615  8.95597e+03  3.60167e+03  1.33039e+05
 m0209  1.738586     2882303770107590500                  396767  1.27615e+09  6.33125e+06  0.694400  3.91319e+03  1.21501e+03  4.42931e+04
 m0209  1.739876     2882303770107590500                  344878  1.27615e+09  7.77986e+06  1.354923  1.10597e+04  3.01667e+03  1.02946e+05
 m0209  1.739876     2882303770107590500                  346347  1.27615e+09  6.19819e+06  1.193077  7.35917e+03  2.11500e+03  7.28889e+04
 m0209  1.740154     2882303770107590500                  542914  1.09509e+09  6.28014e+06  1.166077  7.28139e+03  2.09403e+03  7.21806e+04
 m0209  1.742055     2882303770107590500      576460760893827589  1.09509e+09  6.26167e+06  1.274462  8.03125e+03  2.28181e+03  7.85250e+04
 m0209  1.742799     2882303770107590500                  534627  1.09509e+09  1.05657e+07  1.252692  1.32661e+04  3.78542e+03  1.30299e+05
 m0209  1.743627     2882303770107590500                  340200  1.05664e+09  6.85806e+06  1.190000  6.95694e+03  2.27486e+03  8.27389e+04
 m0209  1.749980     2882303770107590500                  418479  1.04603e+09  9.46389e+06  1.326077  1.29558e+04  3.59139e+03  1.22908e+05
 m0209  1.750298     2882303770107590500                  340272  1.03928e+09  6.27403e+06  1.216462  6.36764e+03  2.12708e+03  7.77417e+04
 m0209  1.752198     2882303770107590500                  546309  1.03648e+09  6.44819e+06  1.481846  7.42097e+03  2.66278e+03  9.87778e+04
 m0209  1.752834     2882303770107590500                  539254  1.02930e+09  6.13569e+06  1.131769  7.05236e+03  1.98986e+03  6.82417e+04
 m0209  1.753152     2882303770107590500                  329509  1.02698e+09  6.32250e+06  1.090538  7.02000e+03  1.96889e+03  6.76597e+04
 m0209  1.757647     2882303770107590500                  345193  1.02698e+09  6.59556e+06  1.255154  8.26236e+03  2.36639e+03  8.15694e+04
 m0209  1.757647     2882303770107590500                  258087  1.02698e+09  6.40736e+06  1.317846  8.57167e+03  2.41264e+03  8.30069e+04
 m0209  1.758879     2882303770107590500                  484834  1.02698e+09  7.69792e+06  1.332923  1.06747e+04  2.93833e+03  1.00353e+05
 m0209  1.758879     2882303770107590500     1729382274090608543  1.02698e+09  6.39375e+06  1.182154  7.54333e+03  2.16042e+03  7.44472e+04
 m0209  1.758918     2882303770107590500                  529532  1.02698e+09  7.40917e+06  1.257692  9.32153e+03  2.66403e+03  9.17694e+04
 m0209  1.759070     2882303770107590500                  424460  1.02698e+09  6.46639e+06  0.706200  4.36639e+03  1.23092e+03  4.49597e+04
 m0209  1.759070     2882303770107590500                  340879  1.02698e+09  7.84736e+06  1.746077  9.94903e+03  3.87264e+03  1.42500e+05
 m0209  1.759336     2882303770107590500      576460760893617426  1.02698e+09  6.90347e+06  1.524923  8.14431e+03  2.95639e+03  1.08582e+05
 m0209  1.759351     2882303770107590500                  403345  1.02698e+09  8.72444e+06  1.265154  1.10976e+04  3.15514e+03  1.08635e+05
 m0209  1.759519     2882303770107590500                  340774  1.02698e+09  6.04875e+06  1.301538  8.04083e+03  2.25194e+03  7.72458e+04
 m0209  1.759633     2882303770107590500                  260065  1.02698e+09  7.45181e+06  0.766254  5.38986e+03  1.58375e+03  5.67833e+04
 m0209  1.759869     2882303770107590500                  355688  1.02698e+09  6.04556e+06  1.728615  7.49083e+03  2.95347e+03  1.08876e+05
 m0209  1.760159     2882303770107590500                  396579  1.02698e+09  7.46542e+06  1.667077  9.22458e+03  3.51208e+03  1.29082e+05
 m0209  1.760403     2882303770107590500      576460752303917290  1.02698e+09  7.32306e+06  1.623538  8.81722e+03  3.35056e+03  1.23287e+05
 m0209  1.760471     2882303770107590500                  424843  1.02698e+09  7.65639e+06  1.225231  9.37917e+03  2.68153e+03  9.24167e+04
 m0209  1.760593     2882303770107590500                  263552  9.15669e+08  7.45222e+06  1.336923  1.03939e+04  2.85486e+03  9.73528e+04
 m0209  1.761317     2882303770107590500                  414187  9.15383e+08  6.62861e+06  0.699962  4.43958e+03  1.25114e+03  4.57972e+04
 m0209  1.761584     2882303770107590500                  258851  9.15383e+08  6.67444e+06  1.328923  9.13014e+03  2.53694e+03  8.69361e+04
 m0209  1.761752     2882303770107590500                  346130  9.15383e+08  7.02486e+06  1.329846  9.65000e+03  2.67361e+03  9.15486e+04
 m0209  1.761775     2882303770107590500                  356321  9.15383e+08  1.03124e+07  1.233538  1.27021e+04  3.63653e+03  1.25310e+05
 m0209  1.762072     2882303770107590500      576460760893838971  9.15383e+08  1.05106e+07  1.731769  1.32914e+04  5.14347e+03  1.89167e+05
 m0209  1.762072     2882303770107590500                  259002  9.15383e+08  6.10333e+06  1.255846  7.66000e+03  2.19083e+03  7.55167e+04
 m0209  1.762126     2882303770107590500                  349472  9.15383e+08  8.21778e+06  1.309385  1.09083e+04  3.07472e+03  1.05800e+05
 m0209  1.762126     2882303770107590500                  423923  9.15383e+08  7.16764e+06  1.313615  7.70764e+03  2.63361e+03  9.61944e+04
 m0209  1.762271     2882303770107590500                  334487  9.15383e+08  5.99083e+06  1.094538  6.56903e+03  1.87292e+03  6.45319e+04
 m0209  1.762271     2882303770107590500                  265673  9.15383e+08  6.52389e+06  1.274846  8.37292e+03  2.37847e+03  8.18181e+04
 m0209  1.762385     2882303770107590500                  484687  9.15383e+08  8.41653e+06  1.293077  1.10518e+04  3.11264e+03  1.06858e+05
 m0209  1.762385     2882303770107590500      576460752303773875  9.15383e+08  9.23694e+06  1.474231  1.05646e+04  3.82264e+03  1.40306e+05
 m0209  1.762385     2882303770107590500                  351659  9.15383e+08  7.06014e+06  1.812231  8.98833e+03  3.61819e+03  1.33639e+05
 m0209  1.762385     2882303770107590500                  335341  9.15383e+08  7.43361e+06  1.914077  9.68389e+03  4.02833e+03  1.49222e+05
 m0209  1.762385     2882303770107590500                  475582  9.15383e+08  6.14542e+06  0.848462  5.60250e+03  1.48194e+03  5.05917e+04
 m0209  1.762408     2882303770107590500      576460760893702518  9.15383e+08  1.13168e+07  1.219846  1.38028e+04  3.94819e+03  1.35915e+05
 m0209  1.762416     2882303770107590500                  335215  9.15383e+08  6.72583e+06  1.132077  6.64611e+03  2.11903e+03  7.68389e+04
 m0209  1.762431     2882303770107590500                  428798  9.15383e+08  6.28583e+06  1.369000  6.90986e+03  2.40986e+03  8.81903e+04
 m0209  1.762431     2882303770107590500                  354783  9.15383e+08  7.91333e+06  1.666692  9.82625e+03  3.72708e+03  1.36679e+05
 m0209  1.762454     2882303770107590500                  494373  9.15383e+08  6.08042e+06  1.591615  7.48694e+03  2.72375e+03  9.98417e+04
 m0209  1.762461     2882303770107590500                  484649  9.15383e+08  7.62472e+06  1.275000  9.78278e+03  2.77681e+03  9.57292e+04
 m0209  1.762523     2882303770107590500                  263909  9.15383e+08  6.38542e+06  1.336000  8.92056e+03  2.44347e+03  8.33778e+04
 m0209  1.762523     2882303770107590500                  418352  9.15383e+08  7.08542e+06  1.729538  8.79236e+03  3.45931e+03  1.27651e+05
 m0209  1.762523     2882303770107590500                  429117  9.15383e+08  6.50792e+06  1.309077  8.75458e+03  2.43764e+03  8.34750e+04
 m0209  1.762523     2882303770107590500                  483656  9.15383e+08  8.32792e+06  1.336692  1.16114e+04  3.18833e+03  1.08797e+05
 m0209  1.762706     2882303770107590500                  409386  9.15383e+08  1.00926e+07  1.805615  1.29111e+04  5.15486e+03  1.90153e+05
 m0209  1.762706     2882303770107590500      576460752303773341  9.15383e+08  8.29417e+06  1.828077  1.06760e+04  4.28764e+03  1.58333e+05
 m0209  1.762797     2882303770107590500                  340751  9.15383e+08  6.12236e+06  1.526769  7.21125e+03  2.62778e+03  9.64194e+04
