 haloID    z                BH_ID                    gas_ID           m_BH        m_gas     Z/Zsolar     iron_gas    Mg_gas      alpha_gas
 m0300  0.913846     2882303778697348909                  373278  5.51679e+08  9.27903e+06  1.735231  1.66875e+04  4.45903e+03  1.56972e+05
 m0300  0.914114     2882303778697348909                  371031  5.46735e+08  8.26417e+06  1.684538  1.37464e+04  3.81778e+03  1.37089e+05
 m0300  0.915276     2882303778697348909      576460760893813690  5.39090e+08  8.55139e+06  1.587000  1.28554e+04  3.68111e+03  1.34632e+05
 m0300  0.918152     2882303778697348909                  213742  5.32100e+08  8.24792e+06  1.738923  1.46972e+04  3.96708e+03  1.40528e+05
 m0300  0.918370     2882303778697348909                  372274  5.28203e+08  8.62208e+06  1.723769  1.49861e+04  4.09361e+03  1.45889e+05
 m0300  0.919813     2882303778697348909      576460760893730281  5.06036e+08  7.55014e+06  1.810000  1.40819e+04  3.80306e+03  1.33907e+05
 m0300  0.919813     2882303778697348909                  411378  5.06036e+08  9.30653e+06  1.760231  1.69139e+04  4.53569e+03  1.60167e+05
 m0300  0.923613     2882303778697348909      576460760893726703  4.82546e+08  5.98014e+06  1.517769  8.38208e+03  2.46861e+03  9.00486e+04
 m0300  0.925810     2882303778697348909                  451422  4.75126e+08  8.44750e+06  1.209846  9.22986e+03  2.71361e+03  1.01846e+05
 m0300  0.928674     2882303778697348909                  221043  4.72737e+08  6.34694e+06  0.992615  5.74042e+03  1.63653e+03  6.25583e+04
 m0300  0.931942     2882303778697348909                  218632  4.72190e+08  5.93153e+06  0.641477  3.40444e+03  9.90569e+02  3.80514e+04
 m0300  0.931942     2882303778697348909                  373466  4.72190e+08  7.34194e+06  1.448538  9.64389e+03  2.87500e+03  1.06093e+05
 m0300  0.934307     2882303778697348909                  363665  4.72190e+08  6.62403e+06  1.177846  7.11583e+03  2.06514e+03  7.75111e+04
 m0300  0.937883     2882303778697348909      576460760893729753  4.72190e+08  7.70069e+06  1.520615  1.06906e+04  3.18569e+03  1.16728e+05
 m0300  0.938026     2882303778697348909                  312028  4.72190e+08  9.30236e+06  1.083769  9.27847e+03  2.64083e+03  9.98278e+04
 m0300  0.940907     2882303778697348909                  213181  4.72190e+08  8.61778e+06  1.574385  1.22697e+04  3.70250e+03  1.35562e+05
 m0300  0.941895     2882303778697348909                  376939  4.02811e+08  7.95458e+06  1.445615  1.03792e+04  3.10569e+03  1.14811e+05
 m0300  0.942230     2882303778697348909                  271822  4.00724e+08  7.37125e+06  1.722615  1.13600e+04  3.49681e+03  1.27208e+05
 m0300  0.943027     2882303778697348909                  206476  3.92074e+08  6.83097e+06  1.696462  1.08414e+04  3.19500e+03  1.15196e+05
 m0300  0.944871     2882303778697348909                  405501  3.81814e+08  7.86764e+06  1.696154  1.23076e+04  3.67486e+03  1.32967e+05
 m0300  0.948308     2882303778697348909      576460752303828660  3.68083e+08  8.25778e+06  1.598231  1.20572e+04  3.61056e+03  1.31618e+05
 m0300  0.949257     2882303778697348909                  446334  3.67356e+08  6.64097e+06  1.724846  1.08561e+04  3.17125e+03  1.13581e+05
 m0300  0.952008     2882303778697348909                  313051  3.55660e+08  8.69306e+06  1.761385  1.40792e+04  4.23389e+03  1.52708e+05
 m0300  0.954408     2882303778697348909                  366319  3.50332e+08  8.01944e+06  1.700308  1.27768e+04  3.75931e+03  1.35485e+05
 m0300  0.956480     2882303778697348909                  311967  3.44419e+08  7.30556e+06  1.744923  1.17537e+04  3.52236e+03  1.27081e+05
 m0300  0.958787     2882303778697348909                  414885  3.39335e+08  7.80597e+06  1.683077  1.23997e+04  3.62167e+03  1.30308e+05
 m0300  0.962300     2882303778697348909                  358258  3.29443e+08  7.05250e+06  1.459231  8.68181e+03  2.79264e+03  1.04012e+05
 m0300  0.963483     2882303778697348909                  358141  3.21390e+08  7.93389e+06  1.801846  1.23219e+04  3.97208e+03  1.44319e+05
 m0300  0.966499     2882303778697348909      576460752303696143  3.13643e+08  8.81875e+06  1.772846  1.32501e+04  4.33042e+03  1.58194e+05
 m0300  0.967466     2882303778697348909      576460760893617661  3.06418e+08  5.91667e+06  1.805385  9.01333e+03  2.96292e+03  1.08187e+05
 m0300  0.971100     2882303778697348909                  363549  2.98729e+08  6.92986e+06  1.832154  1.08286e+04  3.52875e+03  1.28385e+05
 m0300  0.971181     2882303778697348909                  312168  2.98461e+08  7.46222e+06  1.598692  1.00469e+04  3.26819e+03  1.20769e+05
 m0300  0.974123     2882303778697348909                  207103  2.80558e+08  7.51667e+06  1.538077  9.74986e+03  3.15208e+03  1.16947e+05
 m0300  0.974228     2882303778697348909      576460760893772888  2.80136e+08  9.57319e+06  1.770462  1.43625e+04  4.69389e+03  1.71500e+05
 m0300  0.975800     2882303778697348909                  415443  2.70664e+08  7.10042e+06  1.783462  1.07362e+04  3.50833e+03  1.28172e+05
 m0300  0.976171     2882303778697348909                  371406  2.70636e+08  6.68181e+06  1.686000  9.46778e+03  3.10306e+03  1.14115e+05
 m0300  0.977602     2882303778697348909                  325260  2.53562e+08  7.07500e+06  1.805923  1.09862e+04  3.54708e+03  1.28987e+05
 m0300  0.979426     2882303778697348909                  371805  2.47049e+08  7.17694e+06  1.760000  1.06808e+04  3.49500e+03  1.27824e+05
 m0300  0.979426     2882303778697348909      576460752303833037  2.47049e+08  6.83417e+06  1.813231  1.06794e+04  3.44306e+03  1.25096e+05
 m0300  0.982809     2882303778697348909      576460760893690884  2.28067e+08  8.45500e+06  1.835846  1.32436e+04  4.31458e+03  1.56931e+05
 m0300  0.984237     2882303778697348909                  331820  2.25292e+08  6.48125e+06  1.693385  9.22014e+03  3.02486e+03  1.11162e+05
 m0300  0.984694     2882303778697348909                  320283  2.19297e+08  8.32444e+06  1.825692  1.29660e+04  4.22056e+03  1.53653e+05
 m0300  0.985439     2882303778697348909                  279665  2.19292e+08  7.62653e+06  1.816308  1.18894e+04  3.84778e+03  1.39931e+05
 m0300  0.985439     2882303778697348909     2305843060753707058  2.19292e+08  6.96903e+06  1.807231  1.07985e+04  3.49694e+03  1.27225e+05
 m0300  0.986129     2882303778697348909                  410724  1.96510e+08  7.55792e+06  1.822538  1.18121e+04  3.82694e+03  1.39181e+05
 m0300  0.987503     2882303778697348909      576460752303651268  1.85592e+08  6.76986e+06  1.794077  1.03032e+04  3.36778e+03  1.22917e+05
 m0300  0.987503     2882303778697348909                  420196  1.85592e+08  7.40167e+06  1.822077  1.15867e+04  3.74653e+03  1.36214e+05
 m0300  0.989594     2882303778697348909                  419898  1.70643e+08  8.44389e+06  1.804538  1.29844e+04  4.22875e+03  1.54069e+05
 m0300  0.992965     2882303778697348909                  313468  1.64867e+08  7.56986e+06  2.047231  1.27608e+04  4.34528e+03  1.57486e+05
 m0300  0.995733     2882303778697348909      576460752303682815  1.58397e+08  6.62250e+06  1.816692  1.04347e+04  3.34528e+03  1.21308e+05
 m0300  1.000800     2882303778697348909                  406088  1.50115e+08  8.28139e+06  1.702077  1.06975e+04  3.88806e+03  1.45194e+05
 m0300  1.005604     2882303778697348909                  220100  1.42221e+08  9.14403e+06  1.998615  1.37174e+04  5.11194e+03  1.88583e+05
 m0300  1.006940     2882303778697348909                  450894  1.35955e+08  6.91083e+06  1.843692  9.87778e+03  3.54208e+03  1.30879e+05
 m0300  1.010879     2882303778697348909                  410630  1.19418e+08  9.57375e+06  1.426846  1.08562e+04  3.70250e+03  1.39681e+05
 m0300  1.015186     2882303778697348909                  266522  1.07545e+08  9.03319e+06  1.613846  1.12078e+04  4.00417e+03  1.49875e+05
 m0300  1.023579     2882303778697348909                  260236  9.88792e+07  8.71208e+06  1.998000  1.29942e+04  4.86694e+03  1.79778e+05
 m0300  1.026182     2882303778697348909      576460760893768423  9.50690e+07  6.27028e+06  1.514462  7.36431e+03  2.59083e+03  9.75236e+04
 m0300  1.026182     2882303778697348909                  366769  9.50690e+07  8.02028e+06  1.864692  1.12854e+04  4.16083e+03  1.54208e+05
 m0300  1.028381     2882303778697348909                  281281  7.80599e+07  7.80056e+06  1.945231  1.14131e+04  4.23458e+03  1.56528e+05
 m0300  1.031983     2882303778697348909     1152921521787048224  7.55215e+07  6.47000e+06  2.000461  9.67194e+03  3.61944e+03  1.33654e+05
 m0300  1.034716     2882303778697348909                  456006  6.95117e+07  8.23319e+06  1.923154  1.20149e+04  4.41556e+03  1.63125e+05
 m0300  1.039622     2882303778697348909                  220055  5.75801e+07  7.31681e+06  1.973461  1.09231e+04  4.03611e+03  1.48847e+05
 m0300  1.054852     2882303778697348909                  423041  4.47000e+07  6.51264e+06  0.547746  3.67917e+03  8.44486e+02  3.36625e+04
 m0305  0.030725     4035225901779254754                   25147  2.81276e+09  6.68139e+06  0.445038  8.75361e+03  8.77069e+02  2.38097e+04
 m0305  0.069844     4035225901779254754                   46777  2.81276e+09  6.29236e+06  0.414062  5.18500e+03  7.00528e+02  2.27389e+04
 m0305  0.072008     4035225901779254754                   55690  2.81276e+09  5.89889e+06  0.442715  5.70444e+03  6.92431e+02  2.18125e+04
 m0305  0.304745     4035225901779254754                  315961  2.81276e+09  5.90569e+06  0.069402  7.33736e+02  1.06468e+02  3.68653e+03
 m0305  0.476387     4035225901779254754                  227448  2.81276e+09  5.94139e+06  0.427246  4.22139e+03  7.07097e+02  2.35694e+04
 m0305  0.476387     4035225901779254754                  227384  2.81276e+09  5.94153e+06  0.427246  4.22139e+03  7.07097e+02  2.35694e+04
 m0305  0.512985     4035225901779254754                  297344  2.81276e+09  6.54583e+06  0.409654  7.30347e+03  7.64181e+02  2.21750e+04
 m0305  0.529679     4035225901779254754                  271326  2.81276e+09  5.92500e+06  0.058785  7.63792e+02  9.29486e+01  3.04833e+03
 m0305  0.587183     4035225901779254754                  276998  2.81276e+09  8.64625e+06  1.223538  2.83167e+04  3.14069e+03  8.77889e+04
 m0305  0.592141     4035225901779254754                  297596  2.81276e+09  8.38625e+06  0.860692  9.41153e+03  2.02111e+03  6.96153e+04
 m0305  0.761211     4035225901779254754                  309833  2.81085e+09  8.81236e+06  2.140154  1.77875e+04  5.39083e+03  1.90181e+05
 m0305  0.761416     4035225901779254754                  272227  2.81085e+09  8.36306e+06  2.317000  1.79778e+04  5.56764e+03  1.95778e+05
 m0305  1.478026     4035225901779254754                  219024  2.81085e+09  6.23722e+06  0.735769  6.80736e+03  1.16000e+03  3.99556e+04
 m0305  1.479747     4035225901779254754      576460760893528704  2.81085e+09  6.58778e+06  1.149308  1.76708e+04  2.18375e+03  5.84972e+04
 m0305  1.727984     4035225901779254754                  166075  2.81069e+09  6.07000e+06  0.575492  3.23778e+03  8.60056e+02  3.41819e+04
 m0305  1.740477     4035225901779254754                  170573  2.81069e+09  6.75875e+06  0.861385  6.06042e+03  1.43014e+03  5.57333e+04
 m0305  1.756659     4035225901779254754                  209274  2.81069e+09  7.67264e+06  0.925923  9.15569e+03  1.79625e+03  6.46653e+04
 m0305  1.835456      576460760893531124                  208893  2.81056e+09  5.95778e+06  0.392300  2.46139e+03  6.04792e+02  2.23597e+04
 m0305  1.843324      576460760893531124                  182027  1.36088e+09  7.43403e+06  1.013846  9.31972e+03  2.08417e+03  6.99819e+04
 m0305  1.844060      576460760893531124                  218650  1.36088e+09  6.33361e+06  0.418700  3.00389e+03  6.87000e+02  2.48153e+04
 m0305  1.854859      576460760893531124                  172190  1.33520e+09  1.01572e+07  1.960769  2.24431e+04  5.76083e+03  1.90347e+05
 m0305  1.855177      576460760893531124     1729382291270196736  1.33520e+09  8.80097e+06  1.921154  1.98639e+04  4.89569e+03  1.59903e+05
 m0305  1.857486      576460760893531124                  134236  1.32081e+09  6.08056e+06  0.399623  2.38931e+03  6.37875e+02  2.36097e+04
 m0305  1.862598      576460760893531124                  184290  1.32081e+09  7.48222e+06  1.085000  8.43278e+03  2.22861e+03  7.87139e+04
 m0305  1.862770      576460760893531124                  171402  1.32081e+09  5.94542e+06  0.245554  1.34581e+03  3.67000e+02  1.42833e+04
 m0305  1.863434      576460760893531124                  181985  1.32081e+09  5.92917e+06  0.302923  1.66319e+03  4.56750e+02  1.76167e+04
 m0305  1.864763      576460760893531124                  224769  1.28480e+09  7.07444e+06  1.173385  8.23028e+03  2.28681e+03  8.13611e+04
 m0305  1.868403      576460760893531124                  101155  1.27202e+09  6.95278e+06  1.264615  8.58278e+03  2.43528e+03  8.65139e+04
 m0305  1.870396      576460760893531124                  209223  1.27202e+09  5.93792e+06  0.216800  1.43750e+03  2.96514e+02  1.14290e+04
 m0305  1.870717      576460760893531124                  209757  1.27202e+09  6.31597e+06  1.162923  7.26583e+03  2.02597e+03  7.20583e+04
 m0305  1.870717      576460760893531124                  135970  1.27202e+09  7.24111e+06  1.443923  9.69819e+03  2.92125e+03  1.04024e+05
 m0305  1.871047      576460760893531124                  223422  1.25007e+09  6.70750e+06  1.083385  7.09528e+03  1.97847e+03  7.16056e+04
 m0305  1.874364      576460760893531124                  189201  1.25007e+09  6.08417e+06  0.422438  2.70236e+03  6.77764e+02  2.46292e+04
 m0305  1.874695      576460760893531124                  140242  1.25007e+09  6.51264e+06  1.190231  7.91958e+03  2.14625e+03  7.55403e+04
 m0305  1.883024      576460760893531124                  210005  1.25007e+09  6.31847e+06  1.169385  7.36153e+03  2.03222e+03  7.21778e+04
 m0305  1.885012      576460760893531124                  145059  1.25007e+09  6.99875e+06  1.001154  7.16819e+03  1.91931e+03  6.81083e+04
 m0305  1.886011      576460760893531124                  141689  1.25007e+09  7.11278e+06  1.145231  8.06236e+03  2.23847e+03  7.98833e+04
 m0305  1.890683      576460760893531124                  209254  1.25007e+09  6.36403e+06  0.354754  2.13750e+03  5.84514e+02  2.20944e+04
 m0305  1.891686      576460760893531124                  140861  1.25007e+09  7.47250e+06  1.285154  9.42625e+03  2.66806e+03  9.44667e+04
 m0305  1.891686      576460760893531124                  242741  1.25007e+09  7.11944e+06  1.147846  8.06750e+03  2.24167e+03  8.02069e+04
 m0305  1.891694      576460760893531124                  209528  1.25007e+09  6.37444e+06  1.103692  7.23028e+03  1.91986e+03  6.80708e+04
 m0305  1.894356      576460760893531124                  139424  1.25007e+09  5.96986e+06  0.473646  2.87069e+03  7.65042e+02  2.73639e+04
 m0305  1.895035      576460760893531124                  223521  1.25007e+09  6.23722e+06  1.135615  7.02153e+03  1.95139e+03  6.94722e+04
 m0305  1.896360      576460760893531124                  251078  1.25007e+09  6.00986e+06  0.401831  2.40014e+03  6.35694e+02  2.33667e+04
 m0305  1.900383      576460760893531124                  134436  1.25007e+09  5.90806e+06  0.247923  1.42944e+03  3.72083e+02  1.41222e+04
 m0305  1.906749      576460760893531124                  187344  1.25007e+09  7.01611e+06  1.438308  1.00474e+04  2.83222e+03  9.89625e+04
 m0305  1.908228      576460760893531124                  246805  1.25007e+09  6.33694e+06  1.231077  7.65694e+03  2.16083e+03  7.67083e+04
 m0305  1.910607      576460760893531124                  176907  1.25007e+09  6.97833e+06  1.597769  1.11214e+04  3.14889e+03  1.09450e+05
 m0305  1.913804      576460760893531124                  227478  1.25007e+09  6.90153e+06  1.631846  1.11203e+04  3.18861e+03  1.10790e+05
 m0305  1.914160      576460760893531124                  100333  1.25007e+09  5.94125e+06  0.225492  1.26897e+03  3.39958e+02  1.30169e+04
 m0305  1.915154      576460760893531124                  141739  1.25007e+09  6.06792e+06  1.378077  8.42667e+03  2.34347e+03  8.16722e+04
 m0305  1.922592      576460760893531124                  100239  1.25007e+09  7.18069e+06  1.642308  1.18104e+04  3.34375e+03  1.15708e+05
 m0305  1.923583      576460760893531124                  171358  1.25007e+09  7.32403e+06  1.733769  1.24369e+04  3.60278e+03  1.25094e+05
 m0305  1.923583      576460760893531124                  140250  1.25007e+09  7.03347e+06  1.706385  1.20762e+04  3.40736e+03  1.17644e+05
 m0305  1.926629      576460760893531124                  187765  1.25007e+09  7.41625e+06  1.955231  1.46153e+04  4.14556e+03  1.41819e+05
 m0305  1.929338      576460760893531124                  227852  1.25007e+09  8.32236e+06  1.648000  1.36735e+04  3.88792e+03  1.34653e+05
 m0305  1.934212      576460760893531124                  172570  1.25007e+09  6.87528e+06  1.680462  1.12814e+04  3.26361e+03  1.13974e+05
 m0305  1.937125      576460760893531124                  187215  1.25007e+09  8.67333e+06  1.996385  1.76486e+04  4.96514e+03  1.68986e+05
 m0305  1.942293      576460760893531124                  192908  1.25007e+09  6.27903e+06  0.947000  5.57806e+03  1.61028e+03  5.89153e+04
 m0305  1.949026      576460760893531124                  135559  1.25007e+09  6.02361e+06  0.762377  4.49736e+03  1.22800e+03  4.48681e+04
 m0305  1.959263      576460760893531124                  209912  1.25007e+09  6.12500e+06  0.838385  4.99778e+03  1.38219e+03  5.02944e+04
 m0305  1.962340      576460760893531124                  223423  1.25007e+09  6.04361e+06  0.783538  4.54208e+03  1.26978e+03  4.66181e+04
 m0305  1.968848      576460760893531124                  192455  1.25007e+09  6.33778e+06  1.151231  6.79611e+03  1.99486e+03  7.24861e+04
 m0305  1.971592      576460760893531124                  214326  1.25007e+09  6.34833e+06  0.500408  3.22500e+03  8.29861e+02  3.04708e+04
 m0305  1.972625      576460760893531124                  223635  1.25007e+09  6.02000e+06  0.283931  1.70389e+03  4.43903e+02  1.64681e+04
 m0305  1.973668      576460760893531124                  215346  1.25007e+09  7.54597e+06  0.673546  4.95361e+03  1.35837e+03  4.96764e+04
 m0305  1.974438      576460760893531124                  218199  1.25007e+09  5.90153e+06  0.166131  9.43472e+02  2.49458e+02  9.51431e+03
 m0305  1.975367      576460760893531124                  213999  9.50711e+08  5.92597e+06  0.320685  1.85708e+03  4.94000e+02  1.84083e+04
 m0305  1.976093      576460760893531124                  145719  9.46579e+08  6.82736e+06  1.064538  6.75819e+03  1.97931e+03  7.21556e+04
 m0305  1.979498      576460760893531124                  227423  9.45587e+08  6.12861e+06  1.154000  6.54264e+03  1.93417e+03  7.04069e+04
 m0305  1.987090      576460760893531124                  139859  9.45587e+08  5.92806e+06  0.402600  2.34861e+03  6.32528e+02  2.32403e+04
 m0305  1.999526      576460760893531124                  224380  9.31007e+08  7.64361e+06  2.069846  1.50792e+04  4.49875e+03  1.56056e+05
 m0305  1.999526      576460760893531124                  192397  9.31007e+08  6.58222e+06  0.641446  3.51847e+03  1.09972e+03  4.32361e+04
 m0305  2.006822      576460760893531124                  172071  9.13456e+08  7.25681e+06  1.633308  1.13308e+04  3.32792e+03  1.16969e+05
 m0305  2.007157      576460760893531124                  176029  9.09387e+08  6.95375e+06  0.254969  1.76750e+03  4.44167e+02  1.65486e+04
 m0305  2.008541      576460760893531124                  176690  8.88853e+08  6.09194e+06  0.430069  2.56597e+03  6.90944e+02  2.55653e+04
 m0305  2.008541      576460760893531124                  214117  8.88853e+08  8.96014e+06  2.213846  1.97153e+04  5.66792e+03  1.93625e+05
 m0305  2.010661      576460760893531124                  192900  8.76340e+08  6.27903e+06  0.456023  2.81417e+03  7.50806e+02  2.78694e+04
 m0305  2.013637      576460760893531124                  215457  8.75712e+08  7.78222e+06  1.632231  1.21600e+04  3.56486e+03  1.25408e+05
 m0305  2.013637      576460760893531124                  184266  8.75712e+08  9.33306e+06  1.943538  1.72292e+04  5.14028e+03  1.79153e+05
 m0305  2.015854      576460760893531124                  178252  8.75712e+08  9.73319e+06  2.168231  1.95806e+04  6.00500e+03  2.09208e+05
 m0305  2.020391      576460760893531124                  145510  8.75712e+08  7.20889e+06  1.946231  1.32810e+04  3.97500e+03  1.38676e+05
 m0305  2.025618      576460760893531124                  228310  8.75712e+08  7.64444e+06  1.965000  1.37497e+04  4.25153e+03  1.49403e+05
 m0305  2.035086      576460760893531124                  129781  8.75712e+08  6.03778e+06  1.080077  6.58750e+03  1.76958e+03  6.35903e+04
 m0305  2.046663      576460760893531124                  166526  8.75712e+08  5.98486e+06  0.292108  1.83056e+03  4.57056e+02  1.65458e+04
 m0305  2.054414                  224277      576460752303601949  8.75572e+08  7.60375e+06  0.660231  4.99208e+03  1.34518e+03  4.87931e+04
 m0305  2.059489                  224277                  218783  8.75572e+08  5.91194e+06  0.281246  1.59542e+03  4.36042e+02  1.62611e+04
 m0305  2.060781                  224277                  250960  8.75572e+08  5.91056e+06  0.493477  2.90153e+03  7.74208e+02  2.82486e+04
 m0305  2.061474                  224277                  181800  8.75572e+08  6.00236e+06  0.694877  4.31972e+03  1.10793e+03  3.98750e+04
 m0305  2.062365                  224277                  172491  8.75572e+08  5.98014e+06  0.484985  2.91486e+03  7.71125e+02  2.80639e+04
 m0305  2.073982                  224277                  216028  7.49219e+08  8.48694e+06  1.338846  1.12826e+04  3.08264e+03  1.11835e+05
 m0305  2.074586                  224277                  209771  7.49219e+08  6.10472e+06  0.955538  5.79972e+03  1.57444e+03  5.70125e+04
 m0305  2.077444                  224277                  215543  7.13028e+08  6.90847e+06  1.175538  8.20264e+03  2.20653e+03  7.92569e+04
 m0305  2.078495                  224277                  253010  7.09028e+08  7.38472e+06  1.167692  8.66319e+03  2.34181e+03  8.42458e+04
 m0305  2.078846                  224277                  192416  7.06206e+08  6.17514e+06  1.227154  7.63889e+03  2.05944e+03  7.40569e+04
 m0305  2.079576                  224277                  216020  7.06206e+08  9.25708e+06  1.036231  9.56444e+03  2.59542e+03  9.37500e+04
 m0305  2.084192                  224277                  146200  6.82725e+08  6.32347e+06  1.202769  7.62806e+03  2.06542e+03  7.44083e+04
 m0305  2.085620                  224277                  251969  6.82725e+08  7.45431e+06  1.228769  9.26708e+03  2.49167e+03  8.94667e+04
 m0305  2.089901                  224277                  192460  6.69969e+08  7.12083e+06  1.284462  9.39611e+03  2.49153e+03  8.91000e+04
 m0305  2.091324                  224277                  256565  6.69969e+08  7.83708e+06  1.374923  1.09051e+04  2.93056e+03  1.05597e+05
 m0305  2.101352                  224277                  256394  6.50633e+08  8.37097e+06  1.389385  1.25629e+04  3.18500e+03  1.12132e+05
 m0305  2.111746                  224277                  209768  6.50633e+08  6.66736e+06  1.371154  9.77500e+03  2.50181e+03  8.83458e+04
 m0305  2.117139                  224277                  172048  6.50633e+08  7.56222e+06  1.372769  1.08919e+04  2.83347e+03  1.00778e+05
 m0305  2.120027                  224277                  251676  6.50633e+08  6.42361e+06  1.406692  9.58806e+03  2.46889e+03  8.75819e+04
 m0305  2.120027                  224277      576460760893581475  6.50633e+08  6.34472e+06  1.407385  9.48361e+03  2.44042e+03  8.65278e+04
 m0305  2.122219                  224277                  222888  6.10136e+08  9.04806e+06  1.387154  1.32671e+04  3.42833e+03  1.21625e+05
 m0305  2.123702                  224277      576460760893542099  6.10136e+08  6.38111e+06  1.387692  9.61486e+03  2.42833e+03  8.51778e+04
 m0305  2.128324                  224277                  216050  6.10136e+08  7.07431e+06  1.334538  7.73431e+03  2.59417e+03  9.51931e+04
 m0305  2.129058                  224277     1152921504607099196  6.10136e+08  9.05917e+06  1.335846  9.91819e+03  3.32750e+03  1.22008e+05
 m0305  2.129058                  224277                  177672  6.10136e+08  6.97681e+06  0.344515  2.18833e+03  6.10806e+02  2.35861e+04
 m0305  2.129440                  224277                  220882  5.59157e+08  6.65014e+06  1.334077  7.30889e+03  2.43736e+03  8.93264e+04
 m0305  2.129773                  224277                  227348  5.59157e+08  5.93944e+06  0.556708  2.88458e+03  8.76417e+02  3.28972e+04
 m0305  2.131586                  224277                  228230  5.45750e+08  6.25556e+06  0.657762  3.52444e+03  1.10157e+03  4.11069e+04
 m0305  2.133401                  224277                  178535  5.39892e+08  6.34764e+06  0.291285  1.70972e+03  4.75250e+02  1.81417e+04
 m0305  2.134109                  224277                  136129  5.37650e+08  5.99222e+06  1.387308  6.88028e+03  2.28833e+03  8.37444e+04
 m0305  2.135199                  224277                  171727  5.27982e+08  5.95389e+06  0.144538  8.25750e+02  2.14403e+02  8.23667e+03
 m0305  2.138466                  224277                  192065  5.18086e+08  5.99514e+06  1.348000  6.63667e+03  2.22361e+03  8.14389e+04
 m0305  2.139560                  224277                  260162  5.13622e+08  6.82681e+06  1.198538  6.80028e+03  2.23556e+03  8.21750e+04
 m0305  2.141009                  224277                  218999  5.05712e+08  5.91625e+06  0.330246  1.64292e+03  4.82264e+02  1.96208e+04
 m0305  2.142441                  224277                  214302  5.00810e+08  5.90306e+06  0.338662  1.67667e+03  4.94042e+02  2.01403e+04
 m0305  2.143893                  224277                  145090  4.99849e+08  5.92083e+06  0.877769  4.38000e+03  1.40500e+03  5.19931e+04
 m0305  2.145436                  224277                  210093  4.88990e+08  7.99972e+06  1.061154  7.07542e+03  2.31111e+03  8.51556e+04
 m0305  2.146079                  224277                  135568  4.85726e+08  5.96111e+06  0.353985  1.95417e+03  5.35958e+02  2.05778e+04
 m0305  2.148258                  224277                  135954  4.75319e+08  6.33264e+06  1.389846  7.25806e+03  2.41958e+03  8.87278e+04
 m0305  2.150073                  224277                  128951  4.66560e+08  6.00458e+06  1.305923  6.46444e+03  2.15042e+03  7.89389e+04
 m0305  2.151899                  224277                  171650  4.61976e+08  6.28014e+06  1.326615  6.82986e+03  2.28958e+03  8.39500e+04
 m0305  2.152625                  224277                  215935  4.55372e+08  6.98444e+06  1.247538  7.14764e+03  2.38944e+03  8.77583e+04
 m0305  2.153888                  224277                  129466  4.42901e+08  8.84083e+06  1.365846  9.88153e+03  3.32111e+03  1.21815e+05
 m0305  2.155211                  224277                  100231  4.39229e+08  6.10514e+06  1.359615  6.80222e+03  2.28292e+03  8.37069e+04
 m0305  2.155540                  224277                   95191  4.32937e+08  8.66625e+06  1.190538  8.90000e+03  2.84264e+03  1.02933e+05
 m0305  2.157004                  224277                  252427  4.22828e+08  6.46139e+06  0.772769  4.27625e+03  1.34281e+03  4.97944e+04
 m0305  2.157812                  224277                  220564  4.21901e+08  6.61236e+06  1.357385  7.36153e+03  2.46889e+03  9.04792e+04
 m0305  2.158460                  224277                  209777  4.10003e+08  6.66333e+06  1.304308  7.14611e+03  2.38694e+03  8.75389e+04
 m0305  2.158819                  224277      576460752303644071  4.07974e+08  6.24472e+06  1.349154  6.93653e+03  2.31889e+03  8.48833e+04
 m0305  2.159188                  224277                  177826  4.07958e+08  1.08022e+07  0.684100  6.10847e+03  1.98333e+03  7.42208e+04
 m0305  2.159188                  224277                  130475  4.07958e+08  7.51514e+06  1.338692  8.30639e+03  2.76528e+03  1.01235e+05
 m0305  2.159588                  224277                  215623  4.07958e+08  7.92861e+06  0.476800  3.21181e+03  9.49597e+02  3.79097e+04
 m0305  2.159588                  224277                  130014  4.07958e+08  9.06194e+06  1.354692  1.00629e+04  3.37500e+03  1.23767e+05
 m0305  2.159588                  224277                  145225  4.07958e+08  6.03694e+06  1.381385  6.96556e+03  2.29361e+03  8.38347e+04
 m0305  2.159907                  224277                  247897  3.59711e+08  9.88958e+06  1.374308  1.11714e+04  3.73583e+03  1.37017e+05
 m0305  2.160287                  224277                  145407  3.57807e+08  8.00653e+06  1.367538  9.02778e+03  3.01431e+03  1.10267e+05
 m0305  2.161016                  224277     1152921504607070996  3.37197e+08  9.12333e+06  1.359692  1.01906e+04  3.41236e+03  1.25047e+05
 m0305  2.161016                  224277                  214493  3.37197e+08  7.27542e+06  1.371923  8.28444e+03  2.74861e+03  1.00349e+05
 m0305  2.161456                  224277                  172974  3.26783e+08  7.45236e+06  1.339308  8.23028e+03  2.74139e+03  1.00472e+05
 m0305  2.161745                  224277                  223577  3.26783e+08  5.93375e+06  0.264746  1.37799e+03  3.91028e+02  1.55569e+04
 m0305  2.162375                  224277                  252162  3.12933e+08  1.03361e+07  1.310769  1.10358e+04  3.72153e+03  1.36736e+05
 m0305  2.162385                  224277                  130482  3.12849e+08  6.56153e+06  1.384154  7.48403e+03  2.49792e+03  9.15417e+04
 m0305  2.162385                  224277                  224037  3.12849e+08  6.61597e+06  0.563585  3.26361e+03  9.87444e+02  3.70500e+04
